tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf
-0.09818,-1.450127,1.262947,1.316927,-0.494659,-0.169892,-0.119618,1.148708,-0.082269,-0.166501,0.319107,-0.565832,-0.094022,unstable
0.652366,-0.203454,0.741625,0.533021,0.542115,-0.558178,-0.326583,-0.056867,1.053227,-0.473426,0.902529,-0.92478,1.367335,unstable
-1.197959,-0.608759,0.176909,-0.429729,-0.912307,1.586408,-0.378588,0.376811,-1.683069,-1.416211,0.561,-1.430583,-1.518806,stable
-1.239063,0.148255,0.828146,-0.416424,-0.165501,-0.250542,1.668554,-1.130545,0.692191,1.562484,0.767865,-0.252,1.068458,unstable
0.04302,1.678259,-1.165885,0.525049,1.146982,-0.947365,-0.40816,-0.636725,-1.118871,-0.240898,-0.225682,1.481041,0.346375,unstable
0.452216,-1.463476,0.377817,0.135593,1.140951,-0.314321,-1.620143,-0.047311,-1.019085,-1.232209,-1.008308,-0.635248,-1.43009,stable
-0.326581,-1.571188,-0.375612,0.340854,0.438315,0.115016,-0.954365,0.078017,0.532321,1.55387,0.455861,0.453268,0.423965,unstable
-0.932801,1.598984,1.369106,1.056229,-0.79968,1.01893,-1.297049,1.667123,1.25355,-0.259102,0.652629,1.611912,1.247508,unstable
-0.72983,0.197646,-0.454328,-1.367784,-0.05842,0.015841,-0.644843,0.730475,-1.647782,-1.178911,0.748727,1.044836,-1.443446,stable
0.108402,-0.311941,-1.716194,1.310059,0.692416,0.034784,-1.711229,0.473753,0.687938,-1.319893,1.244721,1.253282,-0.305255,unstable
-1.606609,-0.317722,-0.939379,0.192235,-1.357731,0.685487,0.516995,1.155829,-1.333195,0.162556,-0.258221,0.594966,-0.194494,unstable
1.428567,-0.527002,0.712286,1.201225,-0.070643,-0.444708,1.093724,-0.526314,1.506941,-0.413106,0.179554,-0.996561,1.046195,unstable
0.818399,-1.575193,1.559153,-1.006961,-0.481109,0.382621,0.904798,-0.451758,-0.222847,-0.130068,1.023429,1.553902,-0.440043,stable
0.532066,-0.479112,0.228232,-0.706597,0.79321,-0.53769,0.66836,-1.508436,1.268183,-1.391207,-0.123682,1.005423,0.959484,unstable
0.284014,0.501215,-0.202267,1.447492,-1.335359,0.13517,1.121741,1.06254,-0.763145,1.667923,-1.177016,0.543185,1.17473,unstable
1.284985,0.611445,-0.254469,0.335661,-0.93318,-0.860369,1.016458,1.464797,1.437245,1.374763,-0.711947,-0.240889,1.651823,unstable
-1.16743,0.832118,0.423424,-1.615266,0.463887,-1.496793,-0.509462,1.200505,-1.13128,-0.979677,1.004344,0.498311,-1.05448,stable
0.085292,0.472614,1.561213,0.211481,-0.817866,0.826778,0.634722,-0.040907,-0.850761,1.273968,0.824371,-0.026088,1.432552,unstable
0.344093,-1.340105,-1.122384,-1.321583,-0.206893,-1.134605,0.745169,0.748798,-0.575565,-1.471951,-0.966762,0.033304,-1.689282,stable
-1.447597,0.082364,-1.156404,0.172685,-0.300425,-1.171672,0.134829,1.558666,-0.163059,0.139659,0.034835,-0.384385,-0.854006,stable
-0.981762,-1.059961,-0.398177,1.51068,-1.322513,1.219364,1.39511,-0.317335,0.591661,0.335825,-1.689483,-1.229215,-1.182582,stable
-0.017718,0.550997,-1.354,-1.654133,0.086085,0.327864,0.996251,-1.47364,-0.72917,-1.427787,-0.939957,-0.377492,-1.797406,stable
-1.57917,0.935236,-0.015413,-0.40808,1.387701,-1.515829,0.430286,-1.324825,1.588332,0.092062,-0.594773,-1.365068,-1.567833,stable
-0.826913,-0.733859,-0.279162,1.047864,1.196389,-0.6052,-0.106465,-1.366402,0.540596,1.089402,1.518596,-0.741826,1.108446,unstable
-0.593109,-0.246313,0.779665,-0.898018,-0.012874,1.352815,-0.576475,-0.753978,-0.476504,0.058002,-0.578118,0.191402,-0.180318,unstable
-0.389772,-0.771229,0.46256,1.272561,-0.212342,-0.594686,0.68805,0.275464,1.021678,-0.595706,0.771966,1.665848,1.480551,unstable
-1.124509,-0.464077,0.425572,-1.68448,1.180508,0.615727,-1.246354,-1.419856,1.127767,-0.609702,-1.21994,1.079525,-1.371261,stable
1.618747,-1.075586,0.534471,0.580624,-1.801916,1.463833,0.174026,1.49198,-0.089252,-1.722724,0.812216,-1.540523,0.119426,unstable
-1.060992,-0.032815,0.757011,0.98166,0.784477,-0.662858,-0.754636,0.054897,-1.174765,0.080841,0.400773,0.709352,0.916052,unstable
-0.681562,-1.704012,-1.000082,-1.470343,-0.668059,0.989279,-0.27707,0.448177,0.159452,0.231151,0.759647,0.798135,-0.983684,stable
-0.151857,-1.553685,1.201143,0.923135,-0.103351,-0.380736,-1.05821,1.618461,-1.486566,1.033375,0.895206,-1.044296,-0.846908,stable
1.106752,1.553794,1.68447,1.573366,-0.006232,0.120215,-0.250001,0.140611,-1.371752,1.573895,-1.022668,-0.069178,1.032208,unstable
0.503837,-0.79679,0.066776,-0.759371,-1.654698,0.52133,1.03722,1.315577,-1.297346,1.253345,0.6904,-0.001311,0.595968,unstable
-0.015827,0.127838,-1.602985,-0.412409,-0.94368,1.294147,-0.406663,0.751641,-0.56098,-1.560457,1.372059,-1.001936,-1.748253,stable
1.396562,-0.675796,1.701496,0.144616,0.106827,-0.636389,-0.625328,1.076164,-0.701996,0.701416,-0.526301,-0.974632,-0.25007,unstable
-0.545204,0.599695,0.466243,1.484313,-1.521597,1.256142,0.511481,0.875316,-1.203539,-0.042566,-0.510487,0.947481,0.777249,unstable
-0.856215,-0.757929,0.562022,1.371314,0.949841,0.749165,-1.031011,-1.36798,-0.410367,-1.483202,1.103403,-0.516828,0.081564,unstable
1.451483,-1.120139,-0.824778,0.584786,-0.466816,-0.700427,0.345892,1.165371,-0.50053,1.407301,-0.738716,0.85243,-0.155294,unstable
0.116389,1.216397,-0.438363,1.302015,-0.602325,-1.153086,0.838509,1.360785,1.420259,0.424825,1.431231,0.834408,1.895228,unstable
1.203101,-0.992127,0.794694,1.415615,0.466292,-1.272125,-0.602118,1.064318,-0.14262,-0.416137,-0.450606,-0.731849,0.048832,unstable
0.532805,-0.458937,1.677341,1.028392,-0.7943,1.100048,-0.766446,1.046057,1.230299,1.674326,-0.400184,0.333778,1.567942,unstable
-1.550808,1.006573,-0.221181,0.863083,-0.807472,0.882489,-1.176227,1.696277,1.358695,-0.632654,0.805919,0.972104,0.102885,unstable
-1.596394,-0.625849,-0.88305,-0.367826,-0.113705,1.186488,0.625436,-1.614424,0.001645,1.068278,0.626486,-0.114396,0.200717,unstable
1.260912,0.527086,-0.983928,0.020095,1.453238,-0.394436,-1.466623,-0.663143,-1.70799,0.517091,0.822003,-1.420087,-0.704117,stable
1.700014,0.976314,0.78904,-0.129765,-0.167795,1.676624,-0.309989,-1.075184,0.792571,-0.603996,0.907015,0.160892,1.384516,unstable
-1.053372,0.433586,0.113407,0.425633,-0.97268,1.615121,0.819201,-0.744826,1.584969,-1.534097,-1.345739,0.552704,-0.465785,stable
0.922037,-0.83066,0.130975,-1.166835,2.065364,-1.218995,-1.661182,-0.707256,-1.181124,-1.177699,-0.926871,-1.352354,-1.611057,stable
-1.124352,-0.648217,0.33745,1.33585,-0.299627,1.323215,-1.17766,0.374882,1.526632,-0.368815,-1.151593,1.429715,-0.161106,unstable
1.357958,-0.070818,0.671571,1.40781,0.509949,1.581233,-1.51932,-0.947669,-0.103228,0.223456,-0.83375,-0.987674,0.401889,unstable
0.879669,0.627547,-1.170681,-1.182622,-0.08936,-0.441094,1.476666,-0.880359,0.627749,-0.625635,0.730544,-1.04089,-0.476813,stable
-0.708589,0.860711,-0.636181,-1.419481,1.001581,-0.138835,-0.697953,-0.902907,-1.345677,-0.60682,1.088281,0.825604,-1.394628,stable
1.494815,-0.343888,1.017681,0.858445,0.737017,-1.685111,-0.334403,0.739352,-0.960048,0.097991,0.588627,0.359661,1.02897,unstable
1.028062,-0.547678,0.252016,1.096263,-0.434461,1.340771,-0.000074,-0.58606,-0.205385,1.504008,0.143621,-1.181762,0.721744,unstable
-0.461657,-1.416198,0.186091,-1.336641,-1.301702,0.727454,1.597403,-0.063866,-0.852352,-1.19528,-1.506392,-0.762354,-1.990086,stable
1.62564,-0.718252,-1.055361,0.813197,0.033265,-1.233651,0.615987,0.559884,1.423299,0.788714,-1.674502,-0.528695,0.350113,unstable
1.679526,-1.705639,1.110096,1.272766,-2.114763,1.101141,1.603975,0.96812,-0.961733,-1.088852,-0.655571,0.102172,-0.198701,unstable
-1.553848,-0.860625,1.725076,-0.799219,-0.772115,1.249676,0.169266,-0.077817,1.075862,1.595907,0.284145,-0.782963,-1.535442,stable
1.264073,-1.124615,-0.469009,-1.315352,-1.444793,0.474921,1.555478,0.479135,0.119567,0.207674,-0.909308,-0.57279,-1.225593,stable
-0.281066,1.561394,1.086279,1.533352,1.292316,-0.203372,-0.428247,-1.613069,-1.100442,-0.816169,0.896357,-1.120696,0.391459,unstable
-0.081556,-0.214688,1.51992,0.226467,0.987146,-1.482944,0.60917,-0.84085,-1.078492,-1.187745,-0.251562,-0.489452,-0.366296,unstable
0.9112,-1.717946,1.612249,0.037736,-0.604227,-1.727862,1.071646,1.705727,0.547213,1.341009,-1.643312,1.569627,-0.338677,unstable
-1.521007,-1.174183,-1.124334,-0.91349,-0.761737,-0.062211,1.144867,0.240442,-0.065994,-0.396286,0.296237,1.080896,-0.891011,stable
-1.402573,0.567402,-1.017597,-1.171701,0.945505,-0.170245,-0.006471,-1.46558,-1.696774,0.196831,-1.586106,1.384384,-0.836179,stable
-1.235458,0.464961,0.460119,-1.136985,1.436343,-1.306981,-1.102931,-0.084943,-0.376089,0.291594,0.239136,-0.645187,-0.174203,unstable
-0.711287,-1.581577,0.690995,1.673002,1.066416,0.201906,-0.508523,-1.545694,1.46908,1.675113,-0.118834,1.351119,-0.45367,stable
-0.634652,-0.392883,-0.715817,0.747103,-0.796824,1.185685,-0.705467,0.903826,0.725369,-0.111116,0.961066,0.53998,1.105026,unstable
0.495283,0.67109,0.178439,-1.601026,2.140102,-1.520021,-0.649375,-1.547854,0.952309,0.41657,-1.602699,-0.539477,0.146064,unstable
0.118306,0.363506,0.541601,-0.901581,-0.637847,-0.28584,0.931364,0.462383,-1.251768,-1.546963,1.493471,-0.396455,0.01312,unstable
1.464208,1.343733,0.941847,-1.106841,-0.015548,0.883964,-1.124308,0.267351,0.946588,-1.217518,-0.030398,-1.440723,0.512301,unstable
-1.225263,-0.075477,0.956486,-0.705317,2.051206,-1.484852,-1.150426,-0.927564,0.437979,1.042207,-0.387233,-0.086848,0.143693,unstable
-1.476015,-1.505998,0.932672,0.891596,0.743124,-1.099458,1.378119,-1.56943,-0.279803,0.865931,-0.104595,-1.645857,-1.11641,stable
1.488269,0.492597,-1.528789,-1.006376,-0.013004,0.381365,1.052129,-1.410906,-1.181544,0.802818,-1.162338,-0.505627,-0.87442,stable
-0.167451,-0.175095,0.267505,-0.509657,1.19224,-1.61486,1.104097,-1.560099,1.167306,1.551277,-1.155957,0.212455,1.648691,unstable
0.954233,1.373525,-0.794748,-0.616745,-0.979778,-0.322641,0.339406,1.68506,0.711594,1.424544,0.978912,1.62256,1.35171,unstable
-0.079184,-0.595005,0.29509,-1.703429,-0.267097,0.32638,-1.466726,1.60428,-0.504337,1.537,1.601956,-0.627265,0.855909,unstable
1.040095,-1.0003,0.334585,-0.205867,-0.985229,0.296026,0.268614,1.146655,0.561259,0.404871,-0.976929,-0.942805,-0.155501,unstable
0.294915,1.575665,-1.6421,1.539069,0.887409,-1.145126,-0.205414,-0.190846,-0.917599,-0.183792,-0.318542,-1.721212,-1.39488,stable
-1.462876,0.299185,-0.442769,1.038186,-1.305905,1.363619,1.041332,-0.136659,1.281564,-0.335246,0.775292,-0.656213,-0.597378,stable
0.192963,-1.142584,1.331785,-0.033134,0.514484,-0.351473,1.089426,-1.631586,-0.407619,0.179182,-0.53569,0.606121,0.075468,unstable
-0.714522,-0.946676,0.605424,0.601148,-0.216782,1.307638,-0.127142,-0.803955,-0.02987,-1.717969,-0.3625,1.360577,0.481689,unstable
1.379364,0.936901,-0.619346,-0.201784,-0.734205,1.238266,-1.440578,1.47759,-1.323113,1.672473,1.567663,0.736994,1.389427,unstable
-1.364379,-0.004252,-1.286117,0.966415,0.098138,1.365202,-0.149249,-1.386413,-1.296572,-0.021383,-0.599546,0.877913,-0.301285,unstable
1.485773,-0.599122,-1.328373,-0.871567,-0.04167,0.495676,0.096399,-0.519696,0.654523,-0.593333,-1.400047,-0.41218,-0.844582,stable
-0.772615,-0.719575,-1.032676,-1.09968,0.627323,-1.339518,0.464944,-0.215054,0.467588,1.284667,-0.171731,-1.524543,-0.029847,unstable
1.213849,-1.464487,1.362079,-1.320305,-1.024003,1.25262,-0.939626,1.465649,-0.737822,-0.745099,0.069588,-1.167764,-0.943652,stable
0.729982,0.987617,-0.137392,0.582849,-0.409299,-0.248589,1.140387,-0.180866,-0.975069,0.64888,-0.678073,-1.437089,0.175314,unstable
-0.97413,1.573167,0.069337,1.578009,1.630605,0.137546,-1.445849,-1.523977,0.289512,-0.489496,0.87431,-0.018078,0.407972,unstable
-0.311432,0.192889,1.703624,-0.511424,-0.390479,1.469792,-0.140956,-0.650593,-0.599102,0.578643,-0.539145,-1.67006,-0.18817,unstable
-0.366718,1.448377,1.693218,1.046562,0.483689,-0.664065,0.479252,-0.655331,-0.451561,-1.48575,-1.552577,-1.028342,-1.397537,stable
1.361139,0.872339,-1.322178,-1.435321,0.127549,-0.595934,1.387025,-1.012638,0.966932,-0.605627,-1.376753,-0.488608,-0.377306,unstable
1.503987,0.885615,0.996579,-1.075105,-1.762588,-0.032931,1.473372,1.621086,-1.030905,1.001581,-1.034257,-0.906953,0.121041,unstable
-1.180914,1.183405,1.013941,-1.427309,0.243345,0.458663,-0.699117,-0.182222,-1.161442,-0.718621,1.295064,1.39468,-0.565495,stable
-0.08434,-1.117186,-1.043096,1.402988,-1.362974,0.282976,0.442924,1.641517,1.418175,-0.001395,-0.482859,-0.066583,-0.088593,unstable
1.243081,0.74351,1.610813,1.495789,0.281227,1.18126,-0.698282,-0.971455,-0.54679,0.693735,0.191387,1.438239,1.699966,unstable
-0.316162,1.533714,-1.623709,-0.648864,0.669844,-0.891652,-0.996279,0.724446,0.421537,-1.231455,0.175068,0.604383,-1.33035,stable
0.905334,1.639432,-0.317061,-0.764538,2.092893,-0.820574,-1.188673,-1.626003,1.42456,-1.002804,-1.158089,-0.435873,0.264231,unstable
1.165465,-1.129508,-0.41835,0.206481,1.165036,-0.73522,-1.604043,0.315654,-0.445101,1.409026,0.939175,-1.285648,-0.379191,unstable
0.681809,-1.206581,-0.475831,1.660354,1.833422,0.084637,-1.648669,-1.62053,-0.515072,-1.519446,1.074923,1.640689,0.647826,unstable
0.339095,0.579153,-1.189109,-1.499283,0.939127,-0.091613,-0.592972,-0.946631,0.289766,1.124171,-0.762993,-0.513651,0.065038,unstable
-0.684023,1.554368,1.070261,0.197196,1.097575,-1.204822,-1.621291,0.91968,-0.739294,0.472656,1.592356,0.121387,1.333163,unstable
1.479234,-1.490399,-1.671576,-0.96528,1.092328,-1.0438,-1.026334,0.172815,-0.211148,-0.697186,1.416728,1.369469,-1.063139,stable
1.666244,-0.003866,-1.478962,1.110786,-0.880829,0.970242,0.38007,0.179645,-0.604811,-0.118333,0.972007,0.941408,-0.069571,unstable
-0.465129,-0.896741,-1.473027,0.474513,0.937797,-1.497962,0.696436,-0.82738,-0.39234,1.259419,-0.495471,-1.381005,-1.324673,stable
-0.785433,1.050725,-0.534954,0.186631,0.875267,-1.689303,1.265475,-1.096468,-0.719837,-0.751479,-1.522844,-1.037148,-1.588118,stable
0.883551,1.560858,0.442146,-0.787325,1.211524,-0.851248,-0.062561,-1.190548,-0.145654,0.193235,0.514845,0.34904,0.904075,unstable
-1.397231,0.832943,1.035895,1.686944,-0.452128,1.085975,1.250233,-1.550884,0.990353,0.836555,0.397896,0.857725,0.823471,unstable
-0.985133,-1.221264,-0.816364,-0.777601,0.622488,-0.901029,-1.302328,1.122126,1.53188,1.353791,-1.664105,-1.404178,-1.15717,stable
0.207413,0.78857,-1.417949,0.964298,-1.202653,-0.556747,1.275014,1.370682,-1.08754,-1.238794,1.532853,0.028868,-1.187843,stable
0.021715,-0.7723,0.179422,0.432588,-0.73041,-1.349335,1.61923,0.998789,0.004414,1.155679,0.100143,-1.219742,0.623037,unstable
-1.518568,-0.344579,0.395902,-1.451886,-0.704617,0.536209,1.01039,-0.322716,-1.673781,-0.641792,1.266486,-1.208955,-0.622161,stable
-0.735492,0.483136,-0.090643,-0.10533,0.478644,0.79198,-0.929295,-0.694066,0.555846,1.676382,-1.497933,-0.359468,0.85571,unstable
1.336119,1.355874,1.614552,-1.320057,0.972241,-1.202566,0.852692,-1.338862,-0.934802,-1.406474,0.703444,0.138353,-0.313451,unstable
1.332247,0.672805,0.135969,-1.214195,2.560974,-1.648638,-1.593368,-1.206277,-1.330315,-1.04083,-0.384464,0.870071,-1.320099,stable
0.33287,0.742898,0.237939,-0.839613,1.56831,0.057737,-1.236949,-1.544864,0.36133,1.03077,-1.034668,-1.075309,0.747474,unstable
-1.266143,0.04407,-0.665203,-0.379042,0.476289,-0.640249,1.04838,-1.235422,-1.364293,-0.570665,0.332777,0.901543,0.103361,unstable
1.222464,-0.771965,-0.454878,-1.431219,-1.514842,0.454214,1.012645,1.164346,-0.370453,1.278364,-1.693091,0.259381,-1.951701,stable
-0.670613,0.197231,1.705007,-0.888581,0.901621,-0.036524,-0.450966,-1.078579,-0.383434,1.272981,0.710429,1.290554,0.687906,unstable
-0.668344,1.001859,-0.085916,-0.076407,0.103926,0.142539,0.351788,-0.67484,0.135178,-0.414944,0.478456,0.717241,1.055731,unstable
0.984033,-0.643201,-0.608631,1.597092,1.258459,-1.624627,-0.483736,-0.077518,-0.289838,-0.246479,0.274568,-0.254926,0.017467,unstable
-0.21826,-0.816739,-1.678129,-1.237601,-0.828061,0.428139,-0.620397,1.630558,1.539897,1.552782,1.351328,-0.044198,0.305418,unstable
1.012441,1.21262,-0.562801,1.591048,-1.183848,1.553087,-0.363502,0.8667,0.519595,0.084658,0.384064,1.206019,1.43696,unstable
1.357589,-1.626217,1.404099,0.792121,-1.363959,0.892587,1.152993,0.323548,0.270525,1.525233,-0.38475,0.64275,0.03302,unstable
-0.616196,-1.492511,1.566116,-0.013402,1.028508,0.062089,-1.037924,-0.810632,0.233596,-0.196654,1.180635,0.424964,0.060429,unstable
1.654906,-0.54636,-1.49726,-1.218936,0.864663,-0.810181,-0.979691,0.287996,1.489312,-0.46308,-0.567002,1.383842,-1.181493,stable
1.509093,1.544707,1.630331,-0.007915,-0.023052,-0.371559,-0.21579,0.62739,0.493479,0.811731,0.671284,0.235692,1.634519,unstable
1.302968,-1.020492,-1.472583,-1.221054,1.206827,1.027709,-1.485187,-1.638719,0.288069,0.112217,-1.561596,-0.449078,-1.159939,stable
-0.625124,0.540821,-1.599029,-1.194754,1.189425,-0.672465,-0.663157,-0.730351,0.410268,-0.205009,-1.384581,1.583338,-0.938262,stable
-0.878585,-0.795363,-1.252975,0.431685,0.654398,-0.048765,-1.532565,0.444673,0.040415,1.622415,0.50723,1.181438,0.769207,unstable
-0.500644,-1.226633,-1.096806,-1.204539,0.121117,1.188225,-1.64581,0.247211,0.371972,1.516292,1.014935,-0.398077,0.383102,unstable
1.653855,-0.378266,1.273535,-0.535177,2.100145,-1.676374,-1.37468,-0.596794,-0.411929,1.025707,0.158978,0.642909,0.728238,unstable
0.993162,0.53441,-1.409721,-0.973086,0.086729,-1.509889,-0.124126,1.483371,-0.674215,-0.206286,0.096697,0.807626,-0.855645,stable
0.02966,0.42526,-0.018217,-0.800489,0.020967,0.634987,0.3406,-1.012006,-0.641856,0.531371,-1.415285,1.311242,0.397937,unstable
-0.86951,-1.456467,0.802697,1.483338,-1.221362,0.231477,1.256644,0.633322,-0.852651,0.820365,0.249236,-0.646666,-1.038869,stable
0.463423,0.439352,-0.518661,-0.92481,-0.649849,-0.204133,-0.268313,1.601201,0.488586,0.378176,-1.105744,-0.390706,0.437397,unstable
1.13431,0.26288,-0.54724,1.53404,0.139231,0.536634,-1.424567,0.646095,-1.001204,-0.335547,-1.445445,0.670674,0.296091,unstable
-0.228792,0.386895,-1.386396,0.775477,-0.457178,-0.984126,0.846372,0.931849,0.66158,-0.98888,0.110503,-0.694478,-0.529821,stable
-1.57234,-0.916229,1.211639,1.127926,-1.369031,1.142117,-0.011727,1.247549,1.537702,-0.541834,-0.543671,-1.277753,-1.572392,stable
-0.677676,1.666199,0.816483,1.101045,1.094315,-0.38553,-1.010686,-0.504555,0.170552,1.133483,1.555332,-0.344405,1.47948,unstable
1.118965,1.711306,0.641771,-1.187825,1.114738,-1.206756,-0.962498,0.233009,-0.931137,-0.812844,-0.309068,-1.11566,-0.477988,stable
1.688792,1.345754,0.71119,-1.351929,-0.96352,-0.557624,0.560956,1.670253,0.720623,-1.070086,0.85731,-1.291367,0.668684,unstable
-0.155384,1.049992,0.021744,-0.898915,1.439821,-1.100186,-0.123025,-1.277686,0.763889,-1.539979,-0.140979,1.616054,0.604613,unstable
0.507967,-0.214089,-0.537309,0.134257,-1.631855,1.498696,0.997425,0.33833,0.646086,-0.897666,0.819684,1.687065,1.725119,unstable
-1.587515,0.795033,0.427416,0.493233,-1.869511,0.587812,1.451005,1.208429,-0.061473,-0.918824,1.699189,-1.376155,-0.162026,unstable
-0.78612,-0.674375,0.162369,-0.979026,0.535536,1.557763,-1.457659,-1.030303,1.130401,1.111817,-0.813934,-0.908566,0.38378,unstable
-1.262195,0.342743,1.041071,1.509131,-0.079387,-0.02246,0.125846,0.034505,1.727783,-1.413538,-0.916564,0.92819,-0.503574,stable
0.342598,1.283588,-0.202841,0.595459,0.384202,0.188836,-1.01758,0.161404,-0.321684,0.719365,-1.63665,-0.809566,0.411335,unstable
1.167611,0.553701,-1.160488,-0.515216,0.420194,-1.082192,-0.497146,0.849483,0.642768,-0.353082,-0.03364,0.922219,0.408504,unstable
1.068396,1.306128,0.620622,-0.179163,0.479434,1.199449,-0.322651,-1.70955,1.0306,-1.389152,-0.982677,-1.298953,0.193691,unstable
-1.05723,0.755309,1.115988,0.186965,-0.139773,0.135053,0.448321,-0.340596,-1.626123,1.201682,-1.168879,-0.240277,0.391102,unstable
0.169728,-0.007366,0.118125,0.453777,-1.42524,0.700909,1.312186,0.462475,0.250423,-0.516257,1.018384,1.122854,1.83618,unstable
0.851587,-0.31418,-0.167096,-0.170893,0.34435,-1.421467,-0.050813,0.874162,-1.702971,1.320309,0.705554,-0.427678,0.880208,unstable
0.927991,-1.252952,-0.486973,0.994207,-1.110926,1.44097,0.418635,0.070019,0.588957,-0.301096,1.042174,-0.693021,0.270435,unstable
0.685426,0.35399,-1.663913,0.090437,0.02042,-1.523297,1.204084,0.283745,1.436426,-1.24974,0.531274,-0.173445,-0.073431,unstable
1.486073,-1.665845,0.908523,-1.561914,-0.815918,-0.210109,0.352342,1.274976,-0.908974,-1.282098,0.410355,-0.032199,-1.231958,stable
-0.77474,-0.365965,1.149874,-1.238581,0.311374,-0.584349,0.211148,-0.167641,1.666659,-1.674027,-0.263608,0.373543,-1.249829,stable
0.052959,-0.993601,0.550178,-1.239605,-0.314141,-0.920788,0.929365,0.53707,1.377496,0.790573,-0.26756,0.581654,0.573941,unstable
-0.524195,0.343469,1.045343,-0.167048,-0.163992,-0.759076,-0.452577,1.496498,-1.067627,-0.209485,-0.899801,-1.677264,-0.967956,stable
0.111758,-1.634558,-1.201954,1.269717,0.903927,-0.653961,0.040514,-0.956629,0.094482,-1.701983,0.23232,0.643649,-0.345715,unstable
-0.879758,1.091755,-1.649987,1.512746,-1.413359,0.954367,0.678523,0.822045,1.00028,-1.566573,-0.995479,-1.354384,-1.740554,stable
1.174884,-1.168325,-0.984316,1.679434,-0.151807,0.599527,1.079707,-1.415553,0.851747,-0.839993,-1.123446,-0.140095,0.038102,unstable
1.101138,-0.502678,-1.385249,0.961557,1.598884,-1.671044,0.410777,-1.516915,-0.207615,-0.444541,-1.576885,-0.681293,-0.544446,stable
-1.651748,0.554753,-1.358708,0.174427,1.041089,0.647131,-1.221886,-1.233565,-0.368406,-1.120609,-0.68488,-1.520923,-1.592418,stable
0.90451,0.723305,0.666354,-0.359461,0.197893,-0.517026,-0.633208,0.806503,0.705293,0.797097,0.240688,-0.936674,1.440637,unstable
-1.285472,-0.289467,-1.490227,-1.201998,-0.515181,-0.550836,0.987377,0.458302,-0.379234,0.308055,-1.535585,-0.164806,-1.087925,stable
-1.516063,1.608568,1.472604,0.373949,-0.361838,-0.412648,0.265587,0.775556,1.226482,-0.64127,-1.259526,0.006568,-1.159143,stable
-1.310439,0.559022,-1.275412,-0.257564,1.950014,-1.546055,-0.341954,-1.499067,-0.611531,0.244413,-0.216789,0.046798,-0.725755,stable
-1.439668,1.437716,-0.162504,1.156614,0.708415,-0.403694,0.743378,-1.570166,-1.496452,0.349188,1.726067,-0.74619,0.544309,unstable
0.098359,-1.414891,0.954061,-0.816127,1.892276,-1.268075,-0.47996,-1.538753,-0.212033,-0.925818,0.467268,0.291883,-0.166981,unstable
1.55736,1.269404,-1.208766,-1.031393,1.919204,-1.677417,-1.578147,-0.077998,1.411768,-0.856159,1.204843,-0.569919,-0.391532,unstable
0.335232,-1.394127,0.401511,-1.651509,-0.433022,0.901794,-0.60186,0.452204,1.671133,-0.776335,1.030948,-0.985999,0.547166,unstable
1.296318,0.352498,0.043899,1.189721,0.715915,-1.561606,-0.373942,0.692038,0.752791,-1.726879,1.724457,-0.632751,1.048898,unstable
-0.264045,-1.250174,1.710547,0.943343,1.221579,0.124518,-0.603964,-1.642374,0.236109,-1.636631,-0.524907,-1.144421,-0.708668,stable
0.327452,-1.012659,-1.575669,-1.139299,0.061637,-1.056423,-0.349095,1.298457,0.880693,1.52637,0.426727,0.891117,-0.476028,stable
0.303607,0.260649,1.255258,0.214197,1.417563,-1.121628,-0.489629,-0.850978,-1.498823,0.983101,-1.72511,-1.103813,-0.467435,stable
-0.76454,-1.483892,1.609851,-0.248907,0.255744,1.000985,-0.916233,-0.528965,-0.756188,0.233519,-0.434348,-0.037069,-1.362186,stable
0.645309,-0.321931,-0.059856,0.280882,1.959442,-1.227344,-0.870516,-1.305593,-0.255674,-1.319373,-0.137366,1.687956,1.108443,unstable
-1.691343,-1.365232,-0.862728,0.077682,-0.445724,1.561385,-0.117911,-0.669273,-0.489635,-1.100678,1.462613,-1.13592,-1.691389,stable
-1.323537,1.598573,0.528902,-1.676815,-1.61928,0.523626,0.986478,1.302505,-0.66218,0.389508,-0.118669,1.504137,-1.176627,stable
1.033104,-0.727419,-1.382486,0.583522,1.237091,-1.671791,0.087551,-0.564526,1.057591,-0.239377,0.896807,0.908443,0.487186,unstable
0.132571,-1.145551,0.768318,-1.315619,0.816098,-0.833017,-1.218843,0.634339,-1.116047,-1.044654,-0.620848,-1.089572,-1.572684,stable
-1.004427,0.838792,-0.910196,1.423867,-0.545424,-0.286652,0.383275,0.85075,0.410568,1.268113,1.183601,1.30263,0.885881,unstable
1.012105,-0.153399,-0.725353,1.196217,2.294423,-1.387407,-1.129335,-1.468556,-0.265504,-0.647266,-0.914273,-1.311298,-0.67072,stable
-0.533111,1.256543,1.628401,-1.156395,-1.002299,0.440731,0.242636,1.057577,-1.667822,1.161318,0.740001,-1.274172,0.637194,unstable
0.909054,0.931919,0.860381,-0.362419,0.320736,-0.096931,0.071837,-0.532008,0.66914,-0.403834,0.765788,-0.378376,1.318826,unstable
-1.681306,0.223995,0.711675,-0.970063,1.433397,-1.572098,-1.356717,0.439076,0.460384,1.440484,-0.320263,0.341332,-0.192561,unstable
